,edad,fnlwgt,educacion_num,estado_civil,relacion,raza,genero,ganancia-capital,perdida-capital,horas_semana,pais,tipo_empleo,salario
1338,71,269708,13,1,3,4,0,1,0,16,1,1,1
1339,38,34180,10,0,0,4,1,0,0,40,1,0,1
1340,28,225904,15,1,4,4,1,0,0,40,1,0,1
1341,57,89392,14,1,1,4,0,0,0,40,1,1,1
1342,47,46857,10,1,1,4,1,0,0,40,1,1,1
1343,59,105363,9,1,3,4,1,0,0,40,1,0,1
1344,26,195105,9,1,1,3,1,0,0,40,1,1,1
1345,35,184117,13,1,3,4,0,0,0,40,1,1,1
1346,61,134768,13,0,0,4,1,0,0,50,0,2,0
1347,17,145886,7,1,3,4,0,0,0,30,1,3,1
1348,36,153078,13,0,0,1,1,0,0,60,0,1,0
1349,62,225652,4,0,0,4,1,1,0,50,1,3,1
1350,34,467108,10,1,1,4,1,0,0,50,1,1,0
1351,32,199765,13,0,0,4,1,1,0,50,1,2,0
1352,42,173938,9,1,3,4,0,0,0,40,1,1,1
1353,39,191161,10,0,0,4,1,0,0,40,1,1,1
1354,58,132606,3,1,1,2,1,0,0,40,1,1,1
1355,61,30073,9,0,0,4,1,0,1,60,1,2,0
1356,40,155190,6,1,2,2,1,0,0,55,1,1,1
1357,31,42900,13,1,1,4,1,0,0,37,1,1,1
1358,36,191161,9,1,1,4,1,0,0,50,1,1,1
1359,23,181820,10,1,3,4,1,0,0,40,1,1,1
1360,33,105974,9,1,1,4,1,0,0,41,1,1,1
1361,52,146378,9,0,0,4,1,0,0,40,1,1,0
1362,22,103440,9,1,1,4,0,0,0,24,1,1,1
1363,51,203435,10,1,4,4,0,0,0,40,0,1,1
1364,31,168312,11,1,1,4,0,0,0,40,1,0,1
1365,49,257764,9,1,4,4,0,0,0,40,1,2,1
1366,49,171301,9,0,5,2,0,0,0,40,1,1,1
1367,53,225339,10,1,1,2,0,0,0,40,1,0,1
1368,52,152234,9,0,0,1,1,1,0,40,0,1,0
1369,20,444554,6,1,3,4,1,0,0,40,1,1,1
1370,26,403788,12,1,3,2,1,0,0,40,1,1,1
1371,61,190997,9,0,0,4,1,0,0,6,1,3,1
1372,43,221550,14,1,1,4,0,0,0,30,0,1,1
1373,46,98929,13,0,0,4,1,0,0,52,1,2,1
1374,43,169203,11,1,1,4,0,0,0,35,1,0,1
1375,41,102332,9,1,4,2,0,0,0,40,1,1,1
1376,44,230684,9,0,0,4,1,0,0,55,1,2,1
1377,54,449257,9,0,0,4,1,0,0,40,1,1,1
1378,65,198766,14,0,0,4,1,1,0,40,1,1,0
1379,32,97429,13,1,4,4,0,0,0,40,0,1,1
1380,25,208999,10,1,3,4,1,0,0,40,1,1,1
1381,23,37072,13,1,1,4,1,0,0,50,1,1,1
1382,25,163101,13,1,1,4,1,0,0,45,1,0,1
1383,19,119075,10,1,3,4,1,0,0,50,1,1,1
1384,37,137314,9,0,0,4,1,0,0,60,1,2,1
1385,45,127303,10,1,3,4,1,0,0,45,1,1,1
1386,37,349116,9,1,1,2,1,0,0,44,1,1,1
1387,40,266324,10,1,2,4,1,0,1,70,0,2,0
1388,19,194095,10,1,3,4,1,0,0,40,1,3,1
1389,17,46496,7,1,3,4,1,0,0,5,1,1,1
1390,27,29904,13,1,1,4,0,0,0,40,1,1,1
1391,40,289403,4,0,0,2,1,0,1,40,0,0,0
1392,59,226922,9,1,4,4,0,0,1,30,1,1,1
1393,19,234151,9,1,4,2,0,0,0,40,1,0,1
1394,43,238287,6,1,1,2,1,0,0,40,1,1,1
1395,42,230624,6,1,4,4,1,0,0,40,1,1,0
1396,54,398212,9,0,0,2,1,1,0,40,1,1,1
1397,54,114758,14,0,0,4,1,0,0,50,1,2,1
1398,51,246519,6,0,0,4,1,1,0,45,1,1,1
1399,50,137815,9,0,0,4,1,0,0,60,1,1,0
1400,40,260696,9,1,1,4,0,0,0,40,1,1,1
1401,55,325007,12,0,0,4,1,0,0,25,1,1,1
1402,50,113176,9,1,1,4,0,0,0,40,1,1,1
1403,31,66815,9,0,0,4,1,0,0,50,1,1,1
1404,42,51795,9,1,4,2,0,0,0,32,1,3,1
1405,24,241523,9,0,0,4,1,0,0,45,1,1,0
1406,30,30226,7,1,3,4,1,0,0,40,1,1,1
1407,39,352628,12,0,5,4,0,0,0,50,1,0,0
1408,37,143912,9,1,1,4,1,0,0,50,1,1,1
1409,33,130021,9,0,0,4,1,0,0,40,1,1,1
1410,48,329778,9,1,4,4,0,0,0,40,1,1,1
1411,43,196945,9,0,0,1,1,0,0,78,0,2,1
1412,39,24342,13,0,0,4,1,0,0,40,1,1,0
1413,53,34368,10,0,0,4,1,0,0,45,1,1,0
1414,52,173839,6,0,0,4,1,0,0,60,1,2,1
1415,28,73211,10,0,0,1,1,0,0,20,1,0,1
1416,32,86723,9,1,1,4,1,0,0,52,1,1,1
1417,31,179186,13,0,0,2,1,0,0,90,1,1,0
1418,31,127610,13,0,5,4,0,0,0,40,1,1,0
1419,47,115070,10,1,1,4,0,0,0,40,1,1,1
1420,19,172582,10,1,3,4,1,0,0,50,1,3,1
1421,40,256202,11,0,0,2,1,0,0,40,1,1,1
1422,40,202872,12,1,3,4,0,0,0,45,1,1,1
1423,41,184102,7,1,1,4,1,0,0,40,1,1,1
1424,53,130703,9,0,0,2,1,0,0,40,1,0,1
1425,46,134727,7,1,4,0,1,0,0,43,0,1,1
1426,45,36228,13,0,0,4,1,1,0,35,1,2,0
1427,39,297847,5,0,5,2,0,1,0,34,1,1,1
1428,19,213644,9,1,1,4,1,0,0,40,1,1,1
1429,57,173796,9,0,0,4,1,0,1,40,1,1,0
1430,49,147322,11,0,5,4,0,0,0,40,0,1,1
1431,59,296253,9,1,1,4,0,0,0,40,1,1,1
1432,32,180871,11,1,1,4,1,0,0,50,1,1,0
1433,18,169882,10,1,3,4,0,1,0,15,1,3,1
1434,35,211115,10,1,1,2,1,0,0,40,1,0,1
1435,58,183870,6,0,5,4,0,0,0,40,1,2,1
1436,28,441620,13,1,1,4,1,0,0,43,0,1,1
1437,36,218542,12,0,5,4,0,0,0,40,1,0,0
1438,41,141327,14,1,4,4,0,0,0,35,1,2,1
1439,47,67716,9,0,0,4,1,0,0,40,1,1,0
1440,50,175339,9,0,0,4,1,0,1,60,1,2,1
1441,61,347089,9,0,0,4,1,0,0,16,1,3,1
1442,36,336595,9,0,0,4,1,0,0,50,1,1,0
1443,38,27997,11,1,1,4,1,0,0,40,1,1,1
1444,56,145574,9,0,0,4,1,0,1,60,1,2,0
1445,50,30447,11,0,0,4,1,0,0,45,1,1,1
1446,45,256866,10,0,0,4,1,1,0,40,1,2,1
1447,44,120837,9,0,0,4,1,0,0,66,1,2,1
1448,51,185283,10,0,0,4,1,0,0,45,1,1,0
1449,44,229466,10,0,0,4,1,0,0,50,1,2,0
1450,25,298225,9,1,1,4,1,0,0,50,1,1,1
1451,60,185749,7,1,4,2,1,0,0,40,1,1,1
1452,17,333100,6,1,3,4,1,1,0,30,1,3,1
1453,49,125892,14,0,0,4,1,0,0,50,1,2,0
1454,46,563883,9,0,0,2,1,0,0,60,1,1,0
1455,56,311249,9,1,4,2,0,0,0,38,1,1,1
1456,25,221757,9,1,1,4,1,1,0,45,1,1,1
1457,22,310152,10,1,1,4,1,0,0,40,1,1,1
1458,76,211453,9,1,1,2,0,0,0,2,1,3,1
1459,41,94113,15,0,0,4,1,0,0,60,1,2,0
1460,48,192945,9,0,0,4,1,1,0,40,1,2,0
1461,46,161508,6,1,1,2,1,0,0,40,1,1,1
1462,30,177675,10,1,1,4,1,0,0,40,1,1,0
1463,39,51100,9,0,0,4,1,0,0,40,1,1,0
1464,40,100584,6,1,1,0,1,0,0,40,1,1,1
1465,70,163003,9,0,0,2,1,0,0,40,1,0,1
1466,35,67728,10,0,0,4,1,0,1,45,1,1,1
1467,49,101320,14,1,1,4,0,0,0,75,1,1,1
1468,24,42706,11,1,1,4,1,0,0,60,1,1,1
1469,40,228535,12,0,0,4,1,1,0,36,1,1,0
1470,61,120939,15,0,0,4,1,0,0,5,1,1,0
1471,25,98283,13,1,3,1,1,0,0,40,1,1,1
1472,28,216481,13,1,1,4,0,0,0,40,1,0,1
1473,69,208869,14,0,0,4,1,0,0,11,1,0,1
1474,22,207940,10,1,3,4,0,0,0,36,1,1,1
1475,47,34248,9,0,0,4,1,0,0,38,1,1,1
1476,38,83727,9,1,4,4,0,0,0,48,1,1,1
1477,26,183077,11,1,3,4,0,0,0,40,1,1,1
1478,17,197850,7,1,3,1,0,0,0,24,1,1,1
1479,33,235271,10,1,1,4,1,0,0,35,1,2,1
1480,43,35236,9,1,1,4,1,0,0,40,1,2,1
1481,58,255822,11,0,0,4,1,0,0,40,1,1,0
1482,53,263925,9,0,0,4,1,1,0,40,1,2,0
1483,26,256263,9,1,1,4,1,0,0,25,1,1,1
1484,43,293535,13,0,0,2,1,0,0,40,1,0,0
1485,31,209448,6,0,0,4,1,1,0,40,0,1,1
1486,30,57651,9,1,4,4,1,0,1,42,1,1,1
1487,25,174592,9,1,3,4,0,0,0,25,1,1,1
1488,57,278763,9,1,4,4,0,0,0,40,1,0,1
1489,37,175232,14,1,4,4,1,0,0,60,1,1,0
1490,32,402812,10,0,0,4,1,0,0,48,1,1,1
1491,26,101150,9,1,1,4,0,0,0,41,1,1,1
1492,45,103538,9,0,0,4,1,0,0,40,1,1,0
1493,53,156877,9,0,0,4,1,1,0,35,1,0,0
1494,27,23940,9,1,2,0,1,0,0,40,1,1,1
1495,28,210295,7,0,0,4,1,0,0,50,1,2,0
1496,32,80058,7,1,1,4,1,0,0,43,1,1,0
1497,35,187119,13,1,1,4,0,0,1,65,1,1,1
1498,36,105021,10,0,0,4,1,0,0,55,1,2,0
1499,19,225775,10,1,1,4,1,0,0,40,1,1,1
1500,37,395831,13,0,0,4,1,0,0,80,1,2,0
1501,49,50282,10,1,1,4,1,1,0,45,1,1,1
1502,20,32732,10,1,1,4,1,0,0,45,1,1,1
1503,64,179436,13,0,0,4,1,1,0,55,1,2,0
1504,60,290593,14,0,0,4,1,0,0,40,1,3,1
1505,32,123253,12,0,0,4,1,0,0,42,1,1,1
1506,58,48433,9,0,0,4,1,0,0,40,1,0,1
1507,42,245317,9,0,0,4,1,0,0,50,1,1,1
1508,20,431745,10,1,1,2,0,0,0,14,1,1,1
1509,42,436006,10,0,0,2,1,0,0,40,1,0,1
1510,25,224943,10,1,4,2,1,0,0,40,1,1,1
1511,30,167990,11,0,0,4,1,1,0,65,1,2,0
1512,37,217054,13,0,0,4,1,0,0,35,1,2,0
1513,66,298834,11,0,0,4,1,0,0,50,1,2,1
1514,59,125000,13,0,0,4,1,0,0,40,0,2,0
1515,44,123983,13,1,1,1,1,0,0,40,0,1,1
1516,46,155489,9,0,0,4,1,0,0,58,1,1,0
1517,59,284834,13,0,5,4,0,1,0,30,1,1,1
1518,25,212495,13,1,3,4,1,0,1,40,1,1,1
1519,17,32124,5,1,3,2,1,0,0,9,1,0,1
1520,47,246891,13,0,0,4,1,0,0,40,1,0,1
1521,47,141483,5,1,1,4,0,0,0,40,1,0,1
1522,30,31985,10,1,4,4,0,0,0,40,1,1,1
1523,20,170800,10,1,3,4,0,0,0,40,1,1,1
1524,26,166295,13,1,1,4,1,0,1,55,1,0,1
1525,20,231286,10,1,1,2,1,0,0,15,1,1,1
1526,33,159322,9,1,4,4,1,0,0,40,1,1,1
1527,48,176026,9,0,0,4,1,0,0,40,1,1,1
1528,52,118025,13,0,0,4,1,1,0,50,1,1,0
1529,37,26898,9,1,4,4,0,0,0,12,1,1,1
1530,47,232628,9,0,0,2,1,0,0,40,1,1,1
1531,40,85995,6,0,0,4,1,0,0,40,1,1,0
1532,48,125421,14,1,4,4,0,0,0,40,1,1,0
1533,49,245305,6,0,0,2,1,0,0,42,1,1,0
1534,50,73493,10,1,1,4,0,0,0,40,1,1,1
1535,30,197058,12,1,1,4,0,0,0,40,1,1,1
1536,34,122116,10,0,0,4,1,0,0,40,1,1,1
1537,43,75742,9,0,0,4,1,0,0,40,1,1,1
1538,22,214731,6,0,5,4,0,0,0,40,1,1,1
1539,35,265954,9,1,1,2,1,0,0,40,1,1,1
1540,26,197156,9,1,3,4,0,0,0,30,1,0,1
1541,62,162245,15,0,0,4,1,0,1,70,1,1,1
1542,39,203070,9,1,1,4,1,0,0,40,1,0,1
1543,59,165695,10,0,0,4,1,0,0,40,1,0,1
1544,69,473040,3,1,1,4,1,0,0,40,1,3,1
1545,27,168107,13,0,0,4,1,0,0,40,1,1,1
1546,17,163494,6,1,3,4,1,0,0,30,1,1,1
1547,38,180342,13,0,0,4,1,0,0,40,1,1,1
1548,41,122381,10,0,0,4,1,0,1,50,1,1,0
1549,27,148069,6,1,4,4,0,0,0,40,1,1,1
1550,23,200973,9,1,3,4,0,0,0,40,1,1,1
1551,17,130806,6,1,3,4,1,0,0,24,1,1,1
1552,56,117148,4,1,1,4,0,0,0,40,1,1,1
1553,24,213977,10,1,1,4,0,0,0,40,1,1,1
1554,62,134768,16,0,0,4,1,1,0,40,0,1,0
1555,44,139338,8,1,4,2,1,0,0,40,1,1,1
1556,23,315877,13,1,1,4,1,0,0,30,1,1,1
1557,41,195124,9,1,1,4,1,0,0,50,0,2,1
1558,25,352057,9,1,1,4,1,0,0,65,1,1,1
1559,21,236684,10,1,2,2,0,0,0,8,1,1,1
1560,18,208447,8,1,3,4,1,0,0,6,1,1,1
1561,45,149640,10,0,0,4,1,0,0,40,1,1,1
1562,75,111177,13,1,1,4,0,1,0,16,1,3,0
1563,51,154342,4,0,0,4,1,0,0,40,1,1,1
1564,42,141459,9,1,2,2,0,0,0,40,1,0,1
1565,47,111797,10,1,1,2,0,0,0,35,0,1,1
1566,29,111900,10,0,0,4,1,0,0,40,1,1,1
1567,33,78707,7,1,1,2,1,0,0,40,1,1,1
1568,43,160574,13,0,0,4,1,0,0,40,1,0,1
1569,20,174714,10,1,3,4,1,0,0,16,1,3,1
1570,19,62534,13,1,3,2,0,0,0,40,0,3,1
1571,44,216907,12,0,0,4,1,0,1,40,1,1,0
1572,24,198148,10,1,3,4,1,0,0,30,1,1,1
1573,19,124265,10,1,3,4,1,0,0,40,1,1,1
1574,49,261059,6,1,3,4,1,1,0,40,1,3,1
1575,52,208137,11,0,0,4,1,0,0,40,1,1,1
1576,38,257250,9,1,1,4,1,0,0,52,1,2,1
1577,24,147253,10,1,1,4,1,0,0,50,1,0,1
1578,32,244268,13,1,1,4,1,0,0,50,1,0,1
1579,72,213255,9,1,1,4,0,0,0,8,1,3,1
1580,26,266912,9,0,0,4,1,0,0,50,1,1,0
1581,31,169104,13,1,3,1,1,0,0,40,0,1,1
1582,29,200511,13,0,0,4,1,0,0,50,1,1,1
1583,39,128715,9,1,1,4,1,1,0,40,1,1,0
1584,48,65535,9,0,0,4,1,0,0,50,1,2,1
1585,40,103395,10,0,0,4,1,0,0,45,1,1,0
1586,51,71046,10,1,4,4,1,0,0,45,0,1,1
1587,28,125442,9,1,3,4,1,0,0,40,1,2,1
1588,22,169188,9,1,3,4,0,0,0,20,1,1,1
1589,23,121471,13,1,1,4,0,0,0,40,1,1,1
1590,65,207281,10,0,0,4,1,0,0,16,1,1,1
1591,26,46097,13,0,0,4,1,0,0,40,1,0,1
1592,20,206671,10,1,3,4,1,1,0,50,1,3,1
1593,55,98361,14,0,0,4,1,1,0,50,0,1,0
1594,38,322143,13,0,0,4,1,0,0,10,1,2,1
1595,33,149184,9,1,1,4,1,0,0,60,1,1,0
1596,33,119829,9,0,5,4,0,0,0,60,1,0,1
1597,37,910398,13,1,1,2,0,0,0,40,1,1,1
1598,19,176570,7,1,3,4,1,0,0,60,1,1,1
1599,24,216129,13,1,1,4,1,0,0,50,1,1,1
1600,30,27207,7,0,0,4,1,0,0,45,1,1,1
1601,57,68830,9,1,1,4,0,0,0,50,1,0,1
1602,22,178818,10,1,3,4,0,0,0,20,1,0,1
1603,57,236944,9,0,0,2,1,0,0,40,1,1,0
1604,46,273771,9,0,0,4,1,0,0,40,1,0,1
1605,67,318533,9,0,0,4,1,0,0,35,1,1,1
1606,35,451940,9,1,4,2,0,0,0,40,1,3,1
1607,47,102318,9,1,3,4,1,0,0,40,1,1,1
1608,39,379350,6,0,0,4,1,0,0,40,1,1,1
1609,50,21095,10,1,4,1,1,0,0,40,0,1,1
1610,58,211547,8,1,1,4,0,0,0,52,1,2,1
1611,36,85272,12,0,5,4,0,0,0,30,1,1,0
1612,45,46406,14,0,0,4,1,0,0,36,0,1,0
1613,54,53833,9,0,0,4,1,0,0,40,1,1,0
1614,26,161007,13,1,3,4,1,0,0,30,1,1,1
1615,60,53707,9,0,0,4,1,0,0,40,1,1,0
1616,46,370119,15,0,0,4,1,1,0,60,1,1,0
1617,26,310907,10,0,5,4,0,0,0,35,1,1,1
1618,32,375833,7,1,2,4,1,0,0,40,1,1,1
1619,38,107513,9,0,0,4,1,0,0,40,1,0,1
1620,48,58683,10,0,0,4,1,0,0,70,1,2,0
1621,44,179557,9,0,0,4,1,0,1,45,1,2,0
1622,37,70240,9,1,3,1,0,0,0,40,0,1,1
1623,44,147206,10,0,0,4,1,0,0,40,1,1,1
1624,31,175548,9,1,1,3,0,0,0,35,1,1,1
1625,61,163174,15,0,0,4,1,0,0,35,1,2,0
1626,51,126010,9,0,0,4,1,0,0,40,1,1,1
1627,52,147876,13,0,5,4,0,1,0,60,1,1,0
1628,45,428350,9,0,5,4,0,0,1,40,1,1,1
1629,36,200904,12,0,5,2,0,0,0,21,0,3,1
1630,39,328466,7,0,0,4,1,1,0,70,0,1,1
1631,67,258973,9,1,1,4,0,0,0,24,1,0,1
1632,40,345969,12,0,0,4,1,0,0,40,1,0,0
1633,27,127796,3,1,1,4,1,0,0,35,0,1,1
1634,37,405723,2,0,0,4,1,0,0,40,0,1,1
1635,57,175942,10,0,0,4,1,0,0,50,1,1,0
1636,27,284196,6,1,1,4,0,0,0,40,1,1,1
1637,28,89718,9,1,1,4,0,1,0,48,1,1,1
1638,34,175761,13,0,0,4,1,0,0,60,1,2,0
1639,54,206369,9,0,0,4,1,1,0,50,1,1,0
1640,52,158993,9,1,2,2,0,0,0,38,1,1,1
1641,42,285066,13,0,0,4,1,0,0,45,1,1,0
1642,48,126754,14,0,0,4,1,1,0,40,1,1,0
1643,65,209280,14,0,0,4,1,1,0,35,1,0,0
1644,55,52888,15,0,5,4,0,0,0,10,1,2,1
1645,71,133821,9,0,5,4,0,0,0,20,1,2,0
1646,33,240763,10,0,0,2,1,0,0,40,1,1,1
1647,30,39054,9,0,0,4,1,0,0,40,1,1,1
1648,35,119272,13,0,0,4,1,0,0,55,1,1,0
1649,59,143372,6,1,1,2,0,0,0,40,1,1,1
1650,19,323421,10,1,3,4,1,0,0,20,1,1,1
1651,36,136028,5,0,0,4,1,0,0,30,1,2,1
1652,26,163189,9,1,3,4,1,0,0,40,1,2,1
1653,34,202729,9,0,0,4,1,0,0,40,1,0,1
1654,41,421871,9,0,0,2,1,0,0,40,1,1,0
1655,44,120277,13,0,0,4,1,1,0,50,0,1,0
1656,26,211798,9,1,4,4,0,0,0,40,1,3,1
1657,47,198901,9,0,0,4,1,0,0,48,1,1,1
1658,18,214617,10,1,3,4,1,0,0,16,1,1,1
1659,55,179715,6,0,0,4,1,0,0,18,1,2,1
1660,49,107231,9,0,0,4,1,0,1,40,1,0,1
1661,44,110355,13,0,0,4,1,0,0,40,1,1,0
1662,43,184378,13,1,1,4,1,0,0,40,1,1,1
1663,62,273454,4,0,0,4,1,0,0,40,0,1,1
1664,44,443040,9,0,0,2,1,0,0,40,1,1,1
1665,39,71701,9,1,4,4,0,0,0,40,1,3,1
1666,50,160151,10,0,0,4,1,0,0,60,1,2,0
1667,35,107991,7,1,1,4,1,0,0,45,1,1,1
1668,52,94391,9,0,0,4,1,0,0,40,1,1,1
1669,46,99835,15,0,0,4,1,0,0,60,1,1,0
1670,44,43711,12,0,0,4,1,1,0,40,1,1,0
1671,43,83756,10,1,4,4,1,0,0,50,1,1,1
1672,51,120914,4,0,0,4,1,1,0,40,1,1,1
1673,20,180052,10,1,3,4,1,0,0,20,1,1,1
1674,47,170846,12,0,5,4,0,0,0,40,0,1,0
1675,43,37937,14,1,4,4,1,0,0,50,1,1,1
1676,64,168340,9,0,0,4,1,0,0,40,0,3,0
1677,24,38455,10,1,1,4,1,0,0,40,1,1,1
1678,27,128059,10,0,0,4,1,0,0,50,1,0,1
1679,32,420895,9,0,0,4,1,0,0,40,1,1,1
1680,37,166744,9,1,4,4,0,0,0,12,1,1,1
1681,26,238768,9,0,0,4,1,0,0,60,1,1,1
1682,43,176270,13,0,0,4,1,1,0,60,1,1,0
1683,50,140592,9,0,5,4,0,0,0,40,1,1,1
1684,20,211466,9,1,3,4,1,0,0,80,1,2,1
1685,37,188540,9,0,0,4,1,0,1,45,1,1,0
1686,43,39581,9,1,1,2,0,0,0,45,1,1,1
1687,37,171150,9,0,0,4,1,0,1,50,1,1,0
1688,53,117496,5,1,1,4,0,0,0,36,0,1,1
1689,44,145160,16,0,0,4,1,0,0,40,1,1,0
1690,25,28520,9,1,1,4,0,0,0,40,1,1,1
1691,17,103851,7,1,3,4,0,1,0,20,1,1,1
1692,19,375077,9,1,3,4,1,0,0,50,1,1,1
1693,53,281590,9,0,5,4,0,1,0,40,1,0,0
1694,44,151504,10,0,0,4,1,0,0,50,1,1,1
1695,51,415287,9,0,0,2,1,0,1,40,1,1,0
1696,49,32212,9,0,5,4,0,0,0,43,1,1,1
1697,35,123606,10,0,0,4,1,0,0,40,1,1,1
1698,44,202565,9,1,1,4,1,0,0,45,1,1,1
1699,54,177927,14,0,0,4,1,0,0,60,1,1,1
1700,37,256723,10,1,4,2,0,0,0,35,1,1,1
1701,18,46247,10,1,3,4,0,0,0,15,1,1,1
1702,24,266926,10,0,0,4,1,0,0,40,1,1,1
1703,29,112031,9,1,1,4,0,0,0,50,1,1,1
1704,22,376277,10,1,1,4,0,0,0,35,1,3,1
1705,35,168817,9,1,1,4,1,0,0,40,1,1,1
1706,56,187487,9,0,0,4,1,0,0,48,1,1,0
1707,32,158784,4,1,1,4,0,0,0,40,1,3,1
1708,24,67222,13,1,1,1,1,0,0,45,0,1,1
1709,43,201723,14,0,0,4,1,0,1,40,1,1,0
1710,73,267408,9,1,2,4,0,0,0,15,1,1,1
1711,47,168191,10,0,0,4,1,0,0,40,0,0,1
1712,49,105444,8,0,0,4,1,0,0,39,1,1,1
1713,38,156728,13,0,0,4,1,0,0,40,1,1,0
1714,31,148600,9,0,0,2,1,0,0,40,1,1,1
1715,39,19914,10,1,4,0,0,0,0,40,1,1,1
1716,42,190767,13,1,1,4,0,0,0,40,1,1,1
1717,41,233955,14,0,0,1,1,0,0,45,0,1,0
1718,35,30381,13,0,0,4,1,0,0,45,1,1,0
1719,38,187069,9,0,0,4,1,0,0,45,1,1,1
1720,31,367314,9,1,1,4,0,0,0,40,1,1,1
1721,51,101119,9,0,0,4,1,0,0,70,1,0,1
1722,38,86551,13,1,1,4,1,0,0,48,1,1,0
1723,40,218995,10,0,0,4,1,0,0,42,1,0,0
1724,21,57711,9,1,1,4,0,0,0,30,1,1,1
1725,44,303521,10,1,1,4,1,0,0,40,1,1,1
1726,55,199067,9,0,0,4,1,0,0,40,1,1,0
1727,29,247445,9,1,1,4,1,0,0,45,1,1,1
1728,49,186078,14,0,5,4,0,0,0,50,1,1,0
1729,31,77634,11,0,0,4,1,0,0,42,1,1,1
1730,24,180060,14,1,3,4,1,1,0,90,1,1,1
1731,46,56482,10,1,1,2,1,0,0,40,1,1,1
1732,26,314177,9,1,1,2,1,0,0,40,1,1,1
1733,35,239755,13,1,1,4,1,0,0,38,1,1,1
1734,27,377680,11,1,1,4,1,0,0,50,1,1,1
1735,64,134960,13,0,0,4,1,1,0,35,1,2,0
1736,26,294493,13,1,2,4,1,0,0,40,1,1,1
1737,21,32616,9,1,1,4,0,0,1,16,1,1,1
1738,45,182655,13,1,1,4,1,0,0,45,0,1,0
1739,57,52267,9,0,0,4,1,0,0,72,1,0,1
1740,30,117963,13,0,0,4,1,0,0,40,1,1,0
1741,45,98881,7,0,5,4,0,0,0,32,1,1,1
1742,50,196963,4,1,1,4,0,0,0,30,1,1,1
1743,38,166988,13,1,3,4,0,0,0,40,1,1,1
1744,43,193459,10,0,0,4,1,0,0,60,1,2,1
1745,42,182342,10,1,1,4,0,0,0,55,1,1,1
1746,32,496743,13,1,3,4,1,0,0,40,1,1,1
1747,20,154781,9,1,1,4,0,0,0,40,1,1,1
1748,27,219371,9,1,1,4,0,0,0,35,1,1,1
1749,45,99179,7,1,4,4,0,0,0,40,1,1,1
1750,40,224910,9,1,1,4,0,0,0,40,1,1,1
1751,38,304651,9,1,1,4,1,0,0,60,1,1,1
1752,37,349689,9,1,4,4,0,0,0,40,1,1,1
1753,60,106850,6,1,1,4,0,0,0,40,1,1,1
1754,53,196328,9,0,0,2,1,0,0,45,1,2,0
1755,25,169323,13,0,3,4,0,0,0,40,1,1,1
1756,47,162924,13,1,1,1,1,0,0,60,0,2,1
1757,40,34037,9,1,1,4,1,0,0,70,1,2,1
1758,51,167651,9,0,0,4,1,0,0,40,1,3,1
1759,19,197384,10,1,3,4,0,0,0,10,1,1,1
1760,42,251795,10,0,5,4,0,0,0,50,1,1,0
1761,65,266081,9,0,0,4,1,0,0,40,1,3,1
1762,41,165309,13,1,4,4,0,0,0,40,1,1,1
1763,28,215873,6,1,3,2,1,0,0,45,1,1,1
1764,46,133938,14,1,1,4,0,1,0,50,1,1,0
1765,49,159816,13,0,5,4,0,1,0,20,1,1,0
1766,24,228424,9,1,2,2,1,0,0,40,1,1,1
1767,32,195576,7,0,0,4,1,0,0,40,1,1,1
1768,71,105200,9,0,0,4,1,1,0,20,1,1,1
1769,26,167350,10,0,0,4,1,1,0,40,1,1,0
1770,29,52199,9,1,1,4,1,0,0,40,1,1,1
1771,50,171338,10,0,0,4,1,1,0,50,1,1,0
1772,51,120173,11,0,0,4,1,1,0,50,1,1,0
1773,17,158762,6,1,3,4,0,0,0,20,1,3,1
1774,49,169818,9,0,5,2,0,0,0,40,1,1,0
1775,31,288419,6,0,0,4,1,0,0,40,1,1,1
1776,23,207546,7,0,0,4,1,0,0,40,1,1,1
1777,59,147707,9,1,4,4,1,0,1,40,1,0,1
1778,17,228373,6,1,3,4,1,0,0,30,1,3,1
1779,43,193882,10,0,0,4,1,1,0,40,1,1,0
1780,38,31033,13,0,0,4,1,1,0,40,1,1,0
1781,37,272950,9,0,0,4,1,0,0,40,1,1,1
1782,29,183523,6,1,3,4,1,0,0,40,1,1,1
1783,39,238415,13,0,0,4,1,0,0,50,1,1,0
1784,31,19302,12,1,1,4,1,1,0,38,1,1,1
1785,42,339671,13,1,1,4,0,1,0,45,1,0,0
1786,35,103260,14,0,5,4,0,0,0,35,1,0,0
1787,39,79331,14,0,0,1,1,1,0,40,1,1,0
1788,40,135056,12,1,4,4,0,0,0,40,1,1,1
1789,66,142723,3,1,4,4,0,0,0,40,0,1,1
1790,30,188569,5,0,0,4,1,0,0,40,1,0,1
1791,43,57322,12,1,1,4,1,0,0,40,1,1,1
1792,47,178309,5,1,4,4,0,0,0,50,1,1,1
1793,45,166107,14,1,1,1,0,0,0,40,0,1,1
1794,31,53042,10,0,0,2,1,0,0,40,0,1,1
1795,33,155343,9,0,0,4,1,1,0,40,1,1,0
1796,32,35595,13,1,1,4,1,0,0,40,1,1,1
1797,28,429507,12,0,0,2,1,0,0,40,1,1,1
1798,50,159670,9,0,0,4,1,0,0,40,1,0,0
1799,63,151210,4,1,1,4,0,0,0,40,1,1,1
1800,28,186792,13,0,0,4,1,0,0,40,1,1,1
1801,38,204640,10,1,4,2,0,0,0,40,1,1,1
